0,1,2,3,4,5,6,7,8,9,10,11
2866,62,11,30,-8,201,217,119,997,1,29,1
2793,12,17,216,-13,1266,204,137,2069,3,13,6
2770,69,31,95,-35,190,162,35,2311,1,30,5
3141,244,10,212,49,1323,248,186,912,3,32,1
2820,337,5,60,0,1396,232,163,1036,3,23,5
2192,122,29,175,92,793,204,57,190,4,3,4
3235,348,10,755,91,6299,224,161,1448,1,29,1
2112,56,31,124,48,180,159,48,485,4,1,3
3275,73,31,30,18,3986,163,33,4094,1,39,7
3114,54,6,242,28,3530,227,138,1075,1,29,1
2971,325,15,420,45,5198,222,180,1782,1,29,5
3041,324,13,234,19,4858,226,179,2769,1,29,1
3416,184,15,42,5,2812,249,156,721,3,35,7
2254,328,10,30,7,1165,228,172,750,4,14,6
3030,177,5,551,120,2148,243,155,2594,3,32,2
2230,342,27,190,120,1080,190,167,1154,4,10,3
2323,221,5,301,61,256,245,168,451,4,2,3
2829,113,17,170,45,2215,221,96,1499,1,30,2
2327,96,19,516,33,1398,209,84,972,4,2,4
3274,341,17,242,49,1852,213,168,450,3,39,7
2777,107,13,150,38,480,224,109,313,1,30,5
3239,300,13,469,144,5161,235,191,1980,1,22,1
2046,98,10,0,0,799,225,118,612,4,1,4
2874,88,20,342,107,524,203,79,1325,1,30,5
2149,51,25,90,21,720,178,76,787,4,5,6
3125,337,12,212,39,5150,224,169,424,1,29,1
2280,114,9,0,0,1471,231,125,566,4,17,4
2477,216,20,30,-6,875,254,189,811,3,4,3
2511,36,14,297,66,350,208,123,1073,3,2,6
2875,161,13,330,153,1811,243,139,721,3,32,5
2148,121,18,30,6,1240,223,96,1206,4,1,4
2009,128,14,0,0,270,230,113,313,4,6,4
2020,324,25,30,16,277,205,191,503,4,10,6
2468,70,5,30,-1,95,230,140,1290,3,17,6
2152,42,18,0,0,693,199,108,964,4,10,4
2711,15,21,124,22,1590,192,126,1262,3,10,5
2380,4,6,469,138,1466,228,154,708,4,6,3
2948,272,31,60,33,2714,232,237,190,3,33,2
1919,22,29,162,68,150,166,99,666,4,5,6
2484,19,20,30,7,1053,193,123,1316,3,17,6
3076,167,13,319,49,1657,244,144,582,3,13,2
3450,60,8,849,101,3340,223,131,1541,3,38,7
3475,9,16,633,127,4257,206,140,3469,3,39,7
3122,2,6,95,6,2038,228,154,1020,3,23,1
3386,198,6,60,-5,2711,245,163,484,3,38,7
2303,49,19,134,40,1106,196,99,836,4,6,4
2851,160,14,30,3,342,242,135,1140,3,33,5
2422,255,27,85,32,499,244,228,484,3,4,3
2670,271,14,0,0,1571,244,201,815,3,33,5
2290,333,15,300,66,953,220,173,212,4,10,3
2742,77,27,95,65,120,179,49,1426,1,29,5
2789,2,19,283,77,1760,201,145,1060,3,11,5
3243,131,5,134,16,4164,237,143,2429,1,38,7
3018,180,12,722,19,5490,247,154,3034,1,30,2
3281,171,12,270,52,1187,245,147,997,3,21,1
2166,81,26,0,0,1316,183,51,560,4,2,4
2254,138,24,162,91,1380,224,91,918,4,3,4
2355,253,17,365,61,1172,249,206,726,4,6,4
3390,60,8,594,41,1710,224,132,2356,3,38,7
2915,72,13,108,12,3354,214,108,1302,1,29,2
2578,189,5,60,1,765,243,159,1293,3,11,3
2544,308,10,42,5,1627,234,182,1657,3,17,5
2063,303,24,162,58,212,221,211,726,4,10,3
2507,175,30,295,121,306,240,129,962,3,4,3
3036,117,11,201,-4,2912,230,121,277,1,22,1
3219,297,10,457,18,1710,237,184,426,3,31,1
3001,174,11,914,105,5866,246,150,5952,1,29,2
2867,153,20,153,44,2192,237,118,908,3,13,5
3278,170,14,301,60,3042,245,143,2260,1,29,7
3379,284,9,408,57,3845,240,184,2125,3,38,7
2734,28,17,216,19,1050,200,120,2102,3,31,2
2491,43,12,0,0,1320,213,124,1431,3,10,6
2873,184,10,446,31,2442,247,157,1987,3,26,5
3390,100,18,162,14,2579,213,89,2023,3,39,7
2536,34,24,120,18,2313,181,97,685,3,10,6
2489,57,10,0,0,1292,219,125,1165,3,4,6
2219,128,23,124,61,1406,219,83,785,4,3,4
3385,126,6,256,46,1784,236,138,3140,2,38,1
3318,76,7,459,84,3808,227,131,1541,1,40,7
2363,247,12,216,73,834,249,191,503,4,6,4
2386,76,17,335,161,509,207,93,1813,4,6,4
2701,271,9,30,6,1490,243,187,1071,3,23,5
2247,106,16,0,0,849,218,96,484,4,10,4
3062,13,20,474,46,2742,195,131,1455,3,33,1
3113,312,22,524,286,1440,217,201,969,3,24,1
3390,59,10,564,108,1222,220,125,2729,3,32,1
2990,86,11,201,24,964,221,115,2542,1,29,2
2773,235,30,350,128,3215,249,220,1613,3,4,3
2490,335,19,108,40,778,211,174,551,3,10,6
3387,295,9,277,21,1723,238,182,774,3,38,7
3247,46,13,85,-2,2912,211,119,1855,3,31,7
2214,120,37,175,103,957,183,22,350,4,3,4
2627,93,22,255,75,2089,200,70,741,3,4,6
2705,94,7,430,105,1222,230,132,2569,1,12,2
3054,150,11,390,20,6574,240,134,3370,1,29,2
2182,333,24,210,61,616,201,179,201,4,10,6
3003,17,5,488,18,1741,229,151,1333,3,32,2
2635,26,21,30,16,1390,188,113,1786,3,13,6
2706,66,29,95,71,108,167,45,1300,1,30,5
2983,81,5,30,1,272,231,140,865,1,23,1
2305,338,8,0,0,127,229,165,150,4,10,4
3175,168,29,85,18,1406,236,118,702,3,39,7
3173,331,18,277,68,2023,215,178,2123,3,33,2
2473,96,29,300,99,794,183,39,551,4,1,3
3410,54,7,685,131,1998,225,136,1717,1,35,7
2731,101,10,42,5,700,227,120,2163,3,11,2
2304,126,40,350,213,722,179,16,285,4,3,4
2807,277,23,67,38,2016,237,221,1260,3,13,1
2549,33,11,240,21,497,215,132,1368,3,10,6
3195,207,16,721,111,408,253,177,2429,3,23,2
2774,257,18,242,22,1702,248,211,2223,3,17,5
3371,90,5,513,49,1500,232,139,2489,3,32,7
2731,103,8,503,-17,598,230,127,323,3,10,3
2101,39,19,0,0,630,195,106,684,4,5,4
3099,153,11,182,-19,1922,241,138,2037,3,13,2
2239,120,27,212,99,1332,205,60,726,4,3,4
2188,128,31,182,110,671,203,52,95,4,3,4
2404,217,18,0,0,1423,254,187,658,3,16,6
2740,263,8,67,8,1910,244,182,824,3,31,5
3273,211,23,67,13,2440,254,185,577,3,39,7
2857,124,21,42,17,4004,219,86,2941,1,30,1
2037,125,19,0,0,481,223,94,592,4,3,4
2597,62,14,335,-22,1031,211,110,247,1,22,2
2796,49,14,90,45,1423,209,115,1194,3,23,5
3189,237,11,524,-17,579,250,186,1982,3,33,2
2316,33,14,0,0,532,208,124,454,4,17,4
3015,65,13,371,77,2014,212,110,1749,3,32,2
3207,325,15,255,36,485,223,180,1112,2,24,2
2400,294,8,153,12,30,238,181,67,3,2,6
2494,359,11,150,43,680,220,154,1276,4,6,6
2719,64,24,124,70,134,184,70,1984,1,30,5
2794,57,22,67,-4,234,189,82,1426,1,29,5
2286,319,29,124,76,900,200,200,659,4,10,6
3222,112,10,421,47,2089,229,121,1774,3,27,1
3414,135,22,30,7,4187,224,92,4109,3,33,7
2812,119,22,134,37,2097,215,81,1296,3,13,5
3089,265,11,182,10,1800,245,192,1006,3,23,1
2525,99,5,120,13,192,233,140,1691,4,6,6
2059,311,17,30,7,807,225,194,661,4,17,4
3168,163,5,360,31,2023,241,151,741,3,23,1
2954,155,17,450,116,713,239,126,2096,3,33,5
3054,328,12,60,0,270,226,175,660,2,22,1
2410,13,14,319,140,882,209,139,934,4,6,6
2220,125,37,192,116,890,188,29,295,4,3,4
2817,131,13,95,-5,726,232,118,270,1,30,5
2760,148,17,309,91,612,236,118,511,1,30,5
2846,319,10,30,6,1431,231,177,1337,3,23,1
3014,20,34,379,146,379,148,89,1805,1,30,1
2783,36,8,228,7,1992,221,137,2631,1,29,5
3262,179,14,192,23,4679,248,152,2654,3,33,1
2309,338,18,0,0,1172,211,171,242,4,10,4
2214,109,15,30,7,674,222,102,1640,4,3,4
3030,31,19,108,35,2590,194,112,1655,3,33,1
3118,115,12,306,95,2858,228,117,1191,3,32,2
2960,278,13,153,-14,1155,242,196,882,3,32,2
2381,16,27,67,38,1050,172,112,769,4,10,6
3241,168,42,180,82,1485,216,91,644,3,39,7
3062,312,6,30,3,4746,235,172,2268,1,29,2
2587,26,17,272,-14,1570,200,122,1072,3,10,6
3034,37,19,67,10,3520,194,106,2750,1,30,1
3063,72,10,1170,265,3152,221,120,1074,3,32,2
1973,307,14,67,35,390,231,190,674,4,1,6
2177,106,34,182,126,510,177,20,182,4,3,4
2351,289,19,30,10,1381,234,210,716,4,10,6
2997,342,5,451,60,4345,232,161,1935,1,12,2
2643,64,10,594,25,872,219,122,1080,3,11,3
2286,11,26,127,61,908,177,122,1180,4,10,6
2978,28,18,319,11,532,197,117,324,3,33,2
3340,174,11,1120,101,2644,246,150,1972,3,39,7
2938,198,19,607,231,537,253,170,1697,3,4,5
2335,113,27,162,27,1095,202,57,834,4,3,3
2354,15,20,134,79,1320,195,129,376,4,10,6
2199,188,24,0,0,932,249,155,408,4,4,4
2410,158,24,90,24,120,236,115,819,3,2,3
2604,49,16,42,1,1485,203,108,994,3,24,2
2897,233,7,60,11,1973,247,176,1572,3,23,5
3290,94,9,247,57,2107,226,122,1273,1,29,7
2191,127,33,150,87,900,198,44,283,4,3,4
3574,16,9,182,81,1633,222,146,1318,2,40,7
3024,349,8,242,0,3690,226,160,2132,1,29,2
2836,126,20,124,13,811,222,93,323,1,30,5
3313,319,5,162,45,3099,235,168,2248,1,39,7
3209,270,3,228,25,592,240,166,1563,3,31,1
3127,54,12,446,62,4953,214,118,295,1,30,2
2234,77,30,30,18,499,171,39,953,4,1,4
2975,227,22,150,47,2995,254,200,1071,3,13,2
2575,233,9,443,90,2419,249,180,510,3,2,3
2311,30,7,0,0,1230,226,143,150,4,6,4
2174,141,20,0,0,1253,230,105,1041,4,4,4
3101,257,20,182,59,2936,247,215,1524,3,32,1
3402,31,16,612,163,3064,203,121,2190,3,39,7
2351,108,24,319,154,853,206,68,1489,4,3,4
2457,278,14,484,204,888,242,200,437,4,10,6
3037,189,10,713,65,5699,247,160,6481,1,12,2
2910,188,22,618,78,698,250,157,1645,3,4,5
2299,296,23,306,187,808,226,213,150,4,10,3
2271,151,29,390,141,1252,224,90,713,4,3,4
2274,75,30,323,202,595,168,37,255,4,3,4
2296,18,3,0,0,1200,233,153,977,4,17,4
3475,292,9,212,29,5265,238,185,4140,3,38,7
2219,137,22,30,-23,1442,226,95,973,4,17,4
2982,49,18,335,66,4730,198,101,3757,1,29,1
3281,207,2,547,11,3740,241,160,1148,3,34,7
2861,253,10,895,181,2280,247,187,1634,3,13,5
2644,63,3,180,27,1209,233,146,1489,3,11,2
2768,84,26,228,115,242,186,53,1920,1,30,5
2212,134,31,242,125,700,208,61,153,4,3,4
2385,197,9,371,98,1073,248,164,1065,4,2,3
2829,62,17,120,40,2100,204,99,2136,3,33,5
2441,36,28,127,40,1158,166,80,914,3,10,6
3365,350,11,722,94,1235,221,160,1613,3,38,7
3191,128,23,297,47,3695,218,82,365,3,33,1
2247,49,9,0,0,424,221,131,1745,4,4,3
2535,38,17,67,0,2624,201,113,781,3,10,6
2790,49,9,408,6,1805,221,131,990,1,12,2
3360,348,18,433,51,3650,208,161,3411,3,40,7
2720,271,10,30,5,1825,243,189,765,3,31,5
3052,304,18,218,31,2858,228,199,2448,3,24,1
2014,337,37,331,165,300,163,170,902,4,5,6
2820,121,35,134,76,2208,188,30,541,3,13,5
3416,0,1,228,68,990,236,156,1001,2,40,7
3228,44,14,85,5,1584,210,119,900,3,39,7
2333,106,26,339,222,892,197,54,391,4,6,4
2166,123,28,85,36,1276,205,58,638,4,3,4
3227,84,7,201,42,1584,227,129,1812,1,29,1
2120,79,2,0,0,792,234,148,576,4,14,4
3274,76,20,300,92,1379,198,78,2415,3,33,2
2419,328,21,242,92,1473,210,183,417,4,10,6
2760,193,20,95,16,2396,252,164,882,3,13,2
3124,308,14,30,9,4834,230,190,1140,1,22,1
2290,193,10,30,1,162,249,163,426,4,11,4
2134,51,36,120,112,342,141,35,240,4,10,6
1913,330,11,30,4,242,226,172,700,4,1,6
2733,334,24,283,169,1742,201,177,1414,3,13,6
2794,69,8,0,0,646,224,128,170,1,30,5
3097,326,17,95,19,2746,219,182,1300,3,33,1
2469,331,23,242,41,858,206,181,564,4,10,6
3375,177,5,1065,173,2865,243,155,1507,3,38,7
2836,220,18,484,141,860,254,189,1789,3,4,5
3238,28,18,175,40,1080,199,119,1583,1,23,1
2736,65,7,0,0,755,226,134,2131,3,17,5
2603,111,21,655,3,671,211,78,1269,3,4,3
3064,166,19,379,104,1865,243,134,2137,3,33,2
2788,63,14,362,76,1842,210,107,981,3,11,5
2749,89,28,180,101,190,183,43,2424,1,30,5
2075,285,27,319,11,503,227,227,997,4,1,6
2836,331,22,120,48,1476,207,180,2437,3,33,2
2129,39,34,242,65,495,147,58,1036,4,1,6
3013,20,12,437,0,3188,215,139,5743,1,29,2
2907,39,9,242,16,4030,220,134,3840,1,29,2
2401,135,4,228,75,1087,238,147,1165,4,6,6
2136,108,35,124,85,485,177,20,182,4,3,4
2837,124,14,210,16,2177,229,114,2205,3,26,5
2182,62,4,0,0,1041,232,145,1253,4,4,4
2344,49,24,30,9,247,181,81,277,3,3,6
3239,207,20,418,62,2601,254,179,1084,1,29,1
3323,45,16,541,158,3471,204,111,1860,3,39,7
2603,103,26,42,6,1463,195,54,285,3,10,3
3312,27,16,319,80,3461,203,124,2106,3,31,7
2914,125,23,90,-8,242,216,79,1092,1,29,1
3279,143,18,242,42,1677,233,112,2619,1,30,7
2984,317,10,90,11,4348,231,178,2197,1,29,2
3382,180,9,1129,143,2889,246,155,1613,3,38,7
3210,45,27,659,3,837,169,72,1939,1,30,7
2278,117,15,30,4,1584,225,106,664,4,3,3
2819,118,22,162,39,2140,213,77,1403,3,13,5
2178,182,16,30,3,295,249,154,467,4,2,3
3112,342,6,553,-65,752,231,162,999,2,22,2
2591,250,16,60,13,859,250,204,6256,1,29,2
2283,130,27,218,85,808,212,69,824,4,6,3
3037,191,4,124,29,4056,242,159,2520,1,29,1
3070,127,12,190,26,3360,232,121,646,1,29,2
2350,352,27,150,52,277,183,151,342,4,10,3
2349,344,23,210,91,618,198,164,509,4,10,3
2749,137,12,127,19,2532,235,124,2148,3,11,5
2285,350,12,30,1,552,219,160,805,4,4,3
2959,82,11,594,151,4646,220,115,5237,1,12,2
2912,236,29,201,101,1355,250,218,258,3,13,2
2864,14,10,256,58,2658,218,144,1723,1,29,2
3086,103,12,162,37,582,225,113,488,3,31,1
2680,216,21,256,73,2095,254,190,2550,3,4,3
2121,294,20,108,40,192,231,209,765,4,10,6
3201,83,9,30,-4,1915,224,122,1733,3,33,1
2332,93,20,361,148,1068,206,79,1291,4,6,4
3198,74,24,313,29,1266,187,65,1260,1,30,7
2781,41,9,153,5,1982,221,134,2631,1,23,5
2922,9,3,60,-3,5094,233,154,3341,1,23,1
2763,51,23,162,72,175,185,84,1289,1,29,5
1994,32,25,124,22,446,178,97,579,4,10,6
3162,156,19,592,13,5817,238,122,1355,1,29,2
2640,166,4,323,112,866,241,153,1200,3,2,3
3484,3,15,531,139,1259,211,148,1689,2,40,7
3026,257,13,60,14,2348,248,197,1677,3,23,2
2072,45,14,30,3,1032,210,118,313,4,17,4
2324,347,6,360,105,750,230,160,313,4,6,3
3208,42,15,679,7,3667,206,116,4093,1,23,1
2559,52,8,272,82,808,222,131,1020,4,6,3
3379,291,4,216,16,1660,239,169,834,3,38,7
2404,195,19,95,48,319,252,166,1006,4,4,3
2492,73,18,258,98,765,203,89,987,3,10,6
3001,40,16,228,17,503,203,113,1728,1,29,1
2791,79,11,339,35,2121,220,117,1842,1,12,2
2997,45,5,395,24,2854,228,142,60,1,22,1
2467,115,4,0,0,875,236,144,721,3,17,6
3647,313,9,240,98,2088,234,177,2520,2,40,7
2841,111,21,234,77,1917,213,80,1064,3,13,5
2366,322,21,108,30,1501,214,189,391,4,10,6
2368,252,26,85,27,1448,247,225,659,4,10,6
3244,66,12,509,127,4945,215,114,2780,1,29,1
2011,74,26,162,2,162,180,54,162,4,6,3
2333,1,20,134,89,1416,199,145,1128,4,2,3
2434,64,7,0,0,395,226,133,1312,4,6,4
2032,239,19,30,5,532,252,204,484,4,1,3
2686,120,22,0,0,1148,216,81,2090,1,30,5
2582,300,27,90,23,1146,218,217,658,3,33,6
1933,334,24,0,0,30,202,177,633,4,10,3
3276,158,27,218,92,1723,233,108,446,3,39,7
2264,133,23,175,81,1360,222,88,942,4,3,4
2916,70,22,240,-13,541,190,72,2133,1,29,2
3270,124,7,42,5,3760,235,136,3677,1,38,7
3069,294,23,467,249,1230,226,216,1158,3,33,1
2755,345,10,443,98,2737,224,163,1430,3,32,5
2691,261,35,577,313,732,232,243,1951,3,28,2
2284,351,5,0,0,1110,232,158,765,4,14,4
2208,151,26,67,27,1082,229,99,1209,4,3,4
2694,339,22,420,184,957,202,171,633,3,33,6
2280,331,26,60,26,1084,197,182,845,4,10,6
3077,62,8,175,14,638,223,130,1606,3,23,1
3236,64,14,30,-1,4080,211,108,3410,3,22,7
2405,331,22,120,67,1203,206,181,900,4,10,3
3420,334,7,469,51,4804,231,166,4251,3,38,7
2879,102,19,150,18,2395,212,86,551,3,13,5
2755,26,7,90,5,2315,225,144,3820,1,23,2
2231,345,20,0,0,1130,205,164,577,4,10,4
3210,310,8,247,35,474,234,177,1224,3,23,1
2774,58,30,190,96,212,164,51,1624,1,29,5
2407,152,20,390,64,573,236,117,782,4,3,3
2376,19,16,30,10,691,205,132,1240,4,14,4
2848,170,32,85,25,564,233,115,1273,3,13,5
3058,13,4,60,1,3539,231,152,1634,1,23,2
1942,3,12,0,0,360,217,150,618,4,1,6
2411,168,7,301,67,999,243,151,1450,4,6,3
3113,349,20,309,59,3900,202,158,641,3,24,1
2968,45,14,212,6,4447,208,116,3532,1,29,1
3204,9,13,30,4,1756,213,144,360,3,35,1
2372,116,19,350,175,792,218,89,1556,4,6,4
2356,273,27,127,54,1036,236,230,175,4,6,3
2405,102,10,134,5,331,226,119,365,3,3,6
2363,101,22,300,22,990,204,71,799,4,10,3
3202,182,23,170,57,2563,248,149,1149,3,33,1
2472,10,10,180,29,216,220,148,1860,4,6,3
3186,353,20,342,88,3558,201,154,3333,3,24,1
2955,19,19,190,-22,4435,196,125,2102,1,29,2
3438,165,13,450,238,2486,244,141,690,3,40,7
2760,101,12,30,5,854,223,110,1482,3,23,6
2218,70,38,361,179,751,140,6,792,4,6,3
2691,12,17,60,2,1524,204,137,1328,3,10,5
3152,315,11,175,16,3246,231,180,4947,1,29,1
2199,331,38,134,73,870,166,181,470,4,10,3
2009,304,43,124,123,153,177,226,201,4,10,3
3119,352,12,757,324,1224,220,158,1176,3,31,1
2546,75,18,42,8,1440,203,88,658,3,11,6
2294,56,22,0,0,150,187,81,1048,4,10,4
2926,358,6,85,7,4687,228,156,3569,1,23,2
2538,309,25,150,72,691,214,207,532,3,10,6
2814,2,8,170,12,2214,225,154,2359,1,12,2
2623,106,17,42,8,2195,216,92,2343,3,11,3
2796,27,6,0,0,999,226,145,2509,3,11,5
3460,73,12,876,227,2324,217,113,1448,1,35,7
3063,228,37,30,-3,3354,244,216,808,3,33,2
2547,44,21,240,70,825,189,95,990,4,6,3
2877,70,9,60,0,962,223,125,2165,3,24,1
2462,336,19,330,107,503,211,173,1231,3,31,2
3330,7,15,120,24,4480,210,144,4016,1,38,7
2672,30,10,234,24,3331,218,136,3059,3,10,1
2148,5,20,212,48,361,197,140,342,4,10,6
3200,126,8,547,84,2230,234,131,2742,3,24,1
2073,119,11,30,-1,1276,230,120,582,4,17,4
2628,42,12,124,28,626,213,124,1273,3,10,6
3097,264,4,67,0,2089,242,171,2424,3,32,1
2792,77,9,306,4,360,223,122,700,1,30,5
2127,13,26,30,4,1060,178,120,1466,4,10,3
2273,340,30,218,161,725,183,168,216,4,10,3
2461,149,25,313,-88,1230,229,99,1290,3,4,3
1916,106,17,120,40,153,216,92,940,4,3,3
3377,144,25,228,58,892,226,94,1082,2,24,7
2839,75,16,256,71,1782,207,95,1842,3,33,5
2781,18,32,190,64,3168,157,99,1679,1,29,2
3225,207,8,85,3,3944,247,168,2635,1,23,7
3395,321,15,469,60,1605,224,183,713,3,39,7
3434,152,17,1060,85,3436,238,122,902,3,36,7
2252,34,31,0,0,1486,157,76,977,4,17,4
3191,180,15,190,-22,2249,248,152,2866,1,29,7
3365,338,9,616,26,1338,227,166,1302,3,38,7
3311,144,16,256,87,3015,235,118,3141,3,39,7
2504,27,17,150,23,1410,202,123,930,3,10,6
2790,100,11,42,-3,607,225,116,212,1,30,5
3220,175,12,524,104,2761,246,151,2952,3,33,2
2371,199,16,285,84,1092,252,170,1073,4,3,3
2952,279,14,124,26,2605,241,200,560,3,33,2
2111,95,13,0,0,969,221,110,309,4,3,4
3261,60,13,108,-12,1725,212,113,937,3,39,7
2825,60,16,120,37,2079,205,102,2106,3,33,5
3255,218,20,60,13,2440,254,190,553,3,39,7
2333,21,26,240,137,834,175,107,636,4,6,6
3389,134,26,212,70,2250,218,79,874,3,40,7
2965,355,8,60,2,1660,226,157,3455,1,23,1
2334,331,15,127,49,1201,219,176,395,4,5,6
3381,180,9,323,-15,2449,246,155,424,3,38,7
2054,176,7,0,0,895,244,154,323,4,17,4
2156,328,26,390,154,484,201,186,175,4,5,3
3165,50,29,417,123,815,163,59,1776,1,29,1
3399,317,11,300,23,2885,231,179,2079,1,39,7
2400,108,23,30,13,648,206,69,371,4,1,3
2205,336,21,0,0,1084,207,174,595,4,10,4
2709,117,11,108,-4,2291,230,121,2451,3,11,3
3137,296,20,424,95,3182,229,208,1380,3,24,1
2664,122,7,391,30,808,234,134,1698,1,12,2
3164,200,19,60,14,2460,253,172,1302,3,33,1
2924,288,2,192,15,5045,239,164,1758,1,23,5
2630,220,36,134,71,1878,246,204,323,3,4,3
3152,36,15,150,20,566,206,120,5377,2,22,1
3011,336,6,60,-3,785,231,164,1451,2,23,1
3318,45,8,450,84,3661,222,134,1587,1,39,1
2831,144,17,150,80,2070,234,115,816,3,13,5
2431,353,17,424,243,933,207,155,1075,4,6,3
2826,94,35,175,66,285,166,14,2586,1,30,5
2339,135,4,0,0,1451,238,145,362,4,6,4
3201,285,12,30,7,5031,240,193,631,1,22,1
2967,83,26,417,140,1224,186,54,495,1,30,5
2223,340,24,210,86,1084,197,170,782,4,10,6
2716,142,6,30,-2,2335,239,143,2364,3,11,3
2248,137,26,162,90,1443,221,83,853,4,3,4
3076,59,22,216,70,2610,190,82,1024,3,24,1
2843,319,13,484,96,1945,227,182,933,3,11,5
2298,112,37,319,198,830,173,12,330,4,3,4
2124,108,21,0,0,720,211,79,760,4,6,4
2982,255,7,511,66,5435,244,178,4273,1,29,2
2320,79,11,0,0,331,220,115,661,4,2,4
2083,6,25,182,118,242,182,132,134,4,10,3
3142,313,8,277,5,1933,234,176,812,3,23,1
2446,329,20,277,68,741,212,181,510,4,10,6
2273,45,11,0,0,420,215,125,1610,4,4,4
3424,69,6,216,2,1073,228,136,949,2,40,7
2672,137,11,300,-9,1803,236,128,2486,3,2,6
2795,77,26,180,114,190,182,55,1519,1,29,5
2148,150,33,60,28,1073,217,77,426,4,3,4
3323,303,8,0,0,2145,236,178,1033,3,39,7
2781,56,9,190,5,1987,222,130,2630,1,29,5
3237,169,23,285,124,1024,242,130,1885,1,30,1
3080,263,22,120,38,2919,245,220,1589,3,24,1
2025,51,9,30,-1,518,220,128,537,4,10,4
2393,16,16,124,37,537,204,133,1073,4,10,3
2411,260,29,30,10,603,241,233,1106,3,14,3
3350,23,7,0,0,2850,225,145,2188,1,38,7
3210,45,13,607,286,1781,210,119,2850,3,33,1
2897,167,10,60,8,2352,244,146,2724,3,26,2
3257,79,39,60,29,1689,141,0,757,3,40,7
2399,239,21,474,201,323,252,208,808,4,10,3
3290,37,10,85,2,3372,219,133,2623,3,23,7
2526,170,16,234,71,767,245,142,914,3,4,3
2995,352,8,331,47,4121,226,158,2131,1,29,2
2287,310,28,120,39,1101,209,209,836,4,10,6
3339,259,1,648,44,912,239,161,1295,3,32,7
2055,281,33,60,16,421,222,238,592,4,10,3
3230,83,17,268,63,837,207,89,875,3,39,7
2363,268,23,376,110,361,242,223,691,4,10,3
3207,133,20,0,0,2442,226,97,2880,1,29,7
2325,130,30,300,214,937,208,61,400,4,6,4
2840,238,25,376,84,3195,252,215,1572,3,4,3
2903,152,4,488,44,3887,239,151,3353,1,12,2
2314,32,34,95,44,659,147,69,752,4,10,6
2232,0,28,124,55,1584,175,135,319,4,10,6
3292,59,15,518,113,4068,207,105,2832,1,29,1
3282,234,12,810,172,1154,251,188,2890,3,32,1
2184,98,18,30,4,1667,213,89,108,4,3,4
3130,40,4,713,76,2017,231,148,2532,3,32,1
3096,13,11,42,6,3445,218,145,2949,1,24,1
3497,348,10,511,136,1312,224,161,1754,2,40,7
3406,207,4,810,200,1565,244,163,1622,3,38,7
3251,0,11,0,0,3909,219,153,4119,1,39,7
2738,211,30,108,47,1073,251,189,1793,3,4,5
2688,110,23,60,14,1503,207,70,750,1,30,5
2995,41,15,242,10,4573,206,117,2771,1,29,2
2467,206,15,0,0,1482,253,175,1087,3,16,6
2172,46,32,30,11,618,152,54,631,4,1,3
2619,29,18,0,0,1348,197,117,1827,3,13,6
2996,250,6,313,52,150,244,174,1283,3,32,2
2440,185,11,212,-25,1062,248,158,1342,3,2,3
3326,67,16,0,0,2384,206,99,4063,2,35,7
2253,109,17,0,0,408,218,93,700,4,1,4
3310,199,31,85,26,2122,248,170,847,3,39,7
2410,58,21,67,-5,765,191,84,854,4,10,3
2265,16,33,124,55,875,152,98,1146,4,10,6
2243,129,34,258,143,774,199,46,240,4,3,4
3420,59,25,60,-16,3384,178,67,2555,1,37,7
3393,224,21,417,138,3438,254,197,721,1,39,1
2737,85,29,180,87,190,176,38,1897,1,30,5
3327,21,7,42,-3,3622,224,146,2916,3,39,7
2600,119,32,60,3,1449,193,40,313,3,10,3
2557,23,15,301,80,759,206,129,962,4,6,3
2572,144,36,331,-27,430,208,60,1065,3,4,3
3803,0,15,1018,357,4846,210,150,2941,3,40,7
2828,159,10,212,31,2075,242,142,2108,3,26,2
2771,327,22,60,18,1397,210,185,1559,3,24,1
2666,92,17,297,96,2230,211,90,808,3,2,3
3501,159,33,134,28,3255,224,93,1170,3,35,7
2516,348,12,0,0,713,221,161,932,3,20,6
3251,45,3,474,156,5134,232,149,1891,1,29,1
2252,128,35,295,165,708,195,39,218,4,3,4
2404,138,18,255,103,849,231,108,808,4,3,3
3423,47,10,350,74,2942,217,127,1345,3,38,7
3222,40,12,524,87,488,214,126,2721,2,23,2
2858,158,16,218,76,902,241,130,3010,3,11,5
2913,100,12,272,49,3120,224,113,2458,1,12,2
2461,257,16,234,11,932,248,205,60,4,2,6
2247,11,2,0,0,1189,234,155,713,4,2,4
2673,300,39,162,100,1676,193,230,1310,3,13,6
3216,75,8,499,68,5918,225,127,1753,1,29,1
2201,357,14,210,129,30,213,153,443,4,10,3
1926,91,37,60,9,85,156,0,451,4,1,3
2779,57,30,0,0,201,164,52,1514,1,30,5
3568,330,10,212,75,1661,228,171,1338,2,40,7
2478,81,12,124,35,285,218,110,1846,4,6,3
2856,355,11,124,29,930,221,156,300,1,30,5
2689,177,25,212,105,1783,244,139,1249,3,4,3
3217,311,5,330,33,430,236,168,1440,3,32,2
2359,96,17,0,0,524,213,90,484,4,1,4
2317,109,17,450,23,1340,219,96,934,4,2,4
2390,315,26,361,170,927,210,201,162,4,10,3
2955,327,12,691,35,5467,227,175,1933,1,29,2
3208,10,13,691,190,4434,213,143,2220,1,29,1
