Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Wilderness,Soil_type,Cover_Type
0.909538621,0.708333333,0.121212121,0.299212598,0.103161398,0.195588029,0.968503937,0.716535433,0.259723965,0.5,1,7
0.592275791,0.338888889,0.303030303,0.346456693,0.211314476,0.203034987,0.866141732,0.354330709,0.132301687,1,0.05,4
0.852514256,0.3,0.318181818,0.042949177,-0.013311148,0.345229732,0.830708661,0.311023622,0.551512617,0.5,0.825,7
0.644893727,0.055555556,0.424242424,0.115962777,0.021630616,0.085288745,0.669291339,0.417322835,0.15739579,1,0.25,3
0.740539139,0.102777778,0.378787879,0.202576951,0.093178037,0.0455248,0.692913386,0.350393701,0.212881639,0.25,0.725,5
0.756868844,0.611111111,0.318181818,0.239799571,0.173044925,0.169874947,1,0.75984252,0.012547051,0.75,0.325,2
0.899688958,0.080555556,0.106060606,0.303507516,0.34608985,0.160179851,0.881889764,0.559055118,0.232956922,0.5,1,7
0.567651633,0.291666667,0.560606061,0.143879742,0.196339434,0.077420261,0.665354331,0.039370079,0.022584693,1,0.075,4
0.568429238,0.938888889,0.181818182,0.021474588,0.006655574,0.134888296,0.877952756,0.661417323,0.186951066,1,0.1,4
0.648263349,0.155555556,0.106060606,0.236936292,0.038269551,0.085288745,0.885826772,0.527559055,0.500906176,0.25,0.45,5
0.87817522,0.313888889,0.333333333,0.171796707,0.114808652,0.324574961,0.834645669,0.307086614,0.128816395,0.75,1,7
0.897356143,0.280555556,0.242424242,0.151753758,0.051580699,0.22649993,0.854330709,0.381889764,0.227519866,0.5,0.975,7
0.560653188,0.033333333,0.378787879,0.151753758,0.036605657,0.063369397,0.708661417,0.484251969,0.121566987,1,0.25,6
0.77812338,0.469444444,0.121212121,0.18468146,0.058236273,0.620626669,0.960629921,0.594488189,0.275198662,0.25,0.75,2
0.742094349,0.144444444,0.318181818,0.021474588,0.016638935,0.08683434,0.751968504,0.350393701,0.030112923,0.75,0.825,2
0.82970451,0.205555556,0.060606061,0.299212598,0.029950083,0.769144302,0.909448819,0.559055118,0.310888052,0.25,0.55,1
0.577242094,0.161111111,0.121212121,0,0,0.116341155,0.881889764,0.519685039,0.051721734,1,0.35,4
0.632711249,0.927777778,0.287878788,0.077308518,0.043261231,0.190108192,0.834645669,0.688976378,0.06217761,1,0.25,6
0.833074132,0.208333333,0.318181818,0.300644238,0.204658902,0.753126317,0.771653543,0.303149606,0.190296947,0.25,0.725,1
0.811041991,0.441666667,0.121212121,0.107372942,0.026622296,0.981031333,0.952755906,0.570866142,0.335145685,0.25,0.725,2
0.54069466,0.155555556,0.333333333,0,0,0.080089926,0.732283465,0.31496063,0.087271713,1,0.15,4
0.805080353,0.155555556,0.075757576,0.077308518,0.021630616,0.454826472,0.901574803,0.55511811,0.755193085,0.25,0.75,1
0.974079834,0.905555556,0.212121212,0.654259127,0.519134775,0.732752564,0.881889764,0.700787402,0.462846787,0.75,1,7
0.753758424,0.936111111,0.242424242,0.215461704,0.149750416,0.042995644,0.846456693,0.673228346,0.177471072,0.25,0.75,2
0.753758424,0.3,0.318181818,0.068002863,0.016638935,0.331459885,0.830708661,0.311023622,0.074027604,0.75,0.325,5
0.84214619,0.869444444,0.303030303,0.413027917,0.051580699,0.52227062,0.866141732,0.775590551,0.192806357,0.75,0.55,1
0.805857957,0.144444444,0.227272727,0.095919828,0.036605657,0.220598567,0.811023622,0.42519685,0.030112923,0.25,0.575,1
0.612234318,0.158333333,0.272727273,0.163206872,0.099833611,0.143599831,0.783464567,0.377952756,0.01324411,1,0.15,3
0.873250389,0.483333333,0.242424242,0.671438797,0.216306156,0.384150625,0.968503937,0.57480315,0.308796877,0.75,0.975,7
0.722654225,0.175,0.212121212,0.2591267,0.126455907,0.258816917,0.826771654,0.421259843,0.136762861,0.75,0.275,5
0.849144635,0.008333333,0.151515152,0.327845383,0.126455907,0.526204862,0.866141732,0.598425197,0.547051443,0.25,0.95,1
0.804821151,0.186111111,0.227272727,0.137437366,0.039933444,0.182942251,0.822834646,0.405511811,0.387843301,0.75,0.575,1
0.777086573,0.977777778,0.272727273,0.107372942,0.051580699,0.669523676,0.811023622,0.618110236,0.146103443,0.25,0.725,2
0.726283048,0.4,0.378787879,0.236220472,0.226289517,0.309400028,0.885826772,0.362204724,0.305590408,0.75,0.1,3
0.849663038,0.352777778,0.03030303,0.021474588,0.001663894,0.547281158,0.933070866,0.590551181,0.517356754,0.25,0.95,7
0.838258165,0.097222222,0.121212121,0.047959914,-0.003327787,0.432626107,0.877952756,0.547244094,0.389655653,0.75,0.975,7
0.712286159,0.155555556,0.136363636,0.107372942,0.029950083,0.056484474,0.874015748,0.511811024,0.360936847,0.75,0.775,2
0.769569725,0.944444444,0.196969697,0.030064424,0.009983361,0.105662498,0.87007874,0.657480315,0.363028022,0.25,0.725,2
0.608346293,0.4,0.303030303,0.183249821,0.088186356,0.13755796,0.913385827,0.42519685,0.079604071,1,0.15,4
0.883359253,0.163888889,0.272727273,0.125268432,0.051580699,0.490796684,0.791338583,0.381889764,0.364979785,0.25,0.925,7
0.658890617,0.222222222,0.333333333,0.088761632,0.039933444,0.264015737,0.763779528,0.271653543,0.08281054,0.75,0.25,6
0.743649559,0.55,0.333333333,0.298496779,0.216306156,0.248840804,0.992125984,0.669291339,0.297225708,0.75,0.325,5
0.592794194,0.752777778,0.257575758,0.021474588,0.009983361,0.191934804,0.956692913,0.818897638,0.109438171,1,0.25,6
0.540176257,0.763888889,0.121212121,0.021474588,0,0.176478853,0.952755906,0.716535433,0.07542172,1,0.425,4
0.664593053,0.386111111,0.272727273,0.143879742,0.138103161,0.262048616,0.909448819,0.429133858,0.104558762,0.75,0.1,3
0.591757387,0.280555556,0.46969697,0.150322119,0.143094842,0.095545876,0.716535433,0.125984252,0.225010456,1,0.075,4
0.638154484,0.191666667,0.424242424,0.13027917,0.113144759,0.118167767,0.677165354,0.192913386,0.137041684,0.75,0.25,6
0.571021255,0.713888889,0.378787879,0.176807445,0.108153078,0.096950962,0.964566929,0.885826772,0.217342813,1,0.025,3
0.590720581,0.819444444,0.106060606,0.021474588,-0.004991681,0.162709007,0.937007874,0.696850394,0.1706399,1,0.25,6
0.838517367,0.530555556,0.151515152,0.380100215,0.108153078,0.313896305,0.976377953,0.633858268,0.250522794,0.75,0.775,1
0.594349404,0.308333333,0.424242424,0.182534001,0.176372712,0.145004918,0.775590551,0.196850394,0.179841071,1,0.075,4
0.888802488,0.375,0.03030303,0.115962777,-0.013311148,0.166081214,0.937007874,0.594488189,0.138435801,0.5,0.95,7
0.601866252,0.813888889,0.03030303,0.303507516,0.234608985,0.171982577,0.937007874,0.637795276,0.162693434,1,0.15,3
0.855624676,0.011111111,0.136363636,0.244810308,0.129783694,0.430658986,0.874015748,0.594488189,0.464240903,0.75,0.6,2
0.599533437,0.980555556,0.378787879,0.156048676,0.194675541,0.118167767,0.736220472,0.590551181,0.092151122,1,0.15,6
0.723172628,0.144444444,0.121212121,0.211166786,0.013311148,0.048053955,0.877952756,0.523622047,0.104837585,0.25,0.75,5
0.881026439,0.45,0.075757576,0.604867573,0.321131448,0.18715751,0.948818898,0.590551181,0.259584553,0.75,0.95,7
0.628045619,0.35,0.454545455,0.198282033,0.272878536,0.199662779,0.803149606,0.216535433,0.07542172,1,0.075,3
0.765940902,0.972222222,0.060606061,0.287759485,0.096505824,0.563439652,0.917322835,0.622047244,0.758399554,0.25,0.725,2
0.660445827,0.163888889,0.227272727,0.261989979,0.103161398,0.072502459,0.81496063,0.413385827,0.167294019,0.75,0.05,6
0.617677553,0.930555556,0.348484848,0.121689334,0.136439268,0.130673036,0.799212598,0.688976378,0.129792277,1,0.25,6
0.604458269,0.322222222,0.090909091,0.16750179,0.069883527,0.071518898,0.921259843,0.539370079,0.08866583,1,0.1,3
0.56713323,0.911111111,0.136363636,0.047959914,0.006655574,0.150063229,0.905511811,0.669291339,0.172452251,1,0.1,4
0.599015034,0.938888889,0.136363636,0,0,0.16861037,0.897637795,0.653543307,0.024397044,1,0.4,6
0.805080353,0.355555556,0.181818182,0.047959914,0,0.513418575,0.917322835,0.480314961,0.577164366,0.25,0.725,1
0.772680145,0.891666667,0.227272727,0.077308518,0.014975042,0.343965154,0.881889764,0.720472441,0.117105813,0.75,0.55,2
0.523068948,0.808333333,0.651515152,0.090909091,0.181364393,0.021076296,0.755905512,0.952755906,0.035968214,1,0.25,3
0.55469155,0.925,0.303030303,0,0,0.134888296,0.826771654,0.696850394,0.054509968,1,0.025,4
0.676257128,0.641666667,0.348484848,0.182534001,0.148086522,0.121539975,0.996062992,0.811023622,0.210511641,0.75,0.1,3
0.700881286,0.213888889,0.136363636,0.173228346,0.034941764,0.044822257,0.881889764,0.492125984,0.152237558,0.75,0.275,5
0.61871436,0.227777778,0.151515152,0.154617037,0.091514143,0.064212449,0.874015748,0.464566929,0.177471072,1,0.025,6
0.589165371,0.447222222,0.560606061,0.16750179,0.254575707,0.147534073,0.866141732,0.346456693,0.065523491,1,0.075,4
0.575946086,0.033333333,0.46969697,0.16750179,0.009983361,0.081776029,0.633858268,0.437007874,0.127004043,1,0.25,6
0.585795749,0.327777778,0.318181818,0.088761632,0.064891847,0.077701279,0.854330709,0.330708661,0.242576328,1,0.075,4
0.783825816,0.511111111,0.257575758,0.198282033,0.078202995,0.230715189,0.980314961,0.61023622,0.499233236,0.25,0.55,1
0.820632452,0.666666667,0.151515152,0.347172513,0.141430948,0.829703527,0.980314961,0.728346457,0.342534504,0.25,0.75,2
0.729134266,0.241666667,0.5,0.279885469,0.294509151,0.134888296,0.653543307,0.082677165,0.102885822,0.75,0.325,2
0.632970451,0.627777778,0.484848485,0.021474588,0.018302829,0.246733174,0.980314961,0.826771654,0.04307821,0.75,0.1,3
0.702954899,0.066666667,0.166666667,0.198282033,0.056572379,0.326542082,0.846456693,0.535433071,0.259584553,0.75,0.8,6
0.84214619,0.341666667,0.303030303,0.047959914,0.021630616,0.244485036,0.87007874,0.358267717,0.228356336,0.5,0.825,2
0.616899948,0.727777778,0.378787879,0.077308518,0.064891847,0.205845159,0.956692913,0.893700787,0.088247595,1,0.25,6
0.566096423,0.25,0.454545455,0.12884753,0.221297837,0.064352958,0.704724409,0.145669291,0.033737627,1,0.075,4
0.583981337,0.866666667,0.409090909,0.042949177,0.021630616,0.222425179,0.822834646,0.807086614,0.101212882,1,0.15,6
0.731467081,0.333333333,0.151515152,0.064423765,0,0.106084024,0.909448819,0.484251969,0.037919978,0.25,0.75,5
0.714359772,0.133333333,0.348484848,0.085898354,0.163061564,0.017423072,0.720472441,0.330708661,0.172870487,0.25,0.75,5
0.608605495,0.880555556,0.272727273,0.107372942,0.069883527,0.165800197,0.874015748,0.748031496,0.197128119,1,0.25,6
0.78900985,0.933333333,0.257575758,0.136005727,0.019966722,0.155964592,0.850393701,0.677165354,0.308796877,0.75,0.8,2
0.6093831,0.663888889,0.060606061,0.137437366,0.09484193,0.126457777,0.956692913,0.665354331,0.077094661,1,0.15,4
0.57024365,0.680555556,0.060606061,0,0,0.186595476,0.956692913,0.665354331,0.100655235,1,0.425,4
0.698289269,0.452777778,0.242424242,0.346456693,0.143094842,0.084024167,0.956692913,0.527559055,0.009340583,0.75,0.1,3
0.849663038,0.275,0.257575758,0.047959914,0.031613977,0.420682872,0.842519685,0.358267717,0.338630977,0.25,0.975,1
0.537843442,0.291666667,0.363636364,0.030064424,0.016638935,0.072783476,0.799212598,0.25984252,0.023699986,1,0.075,4
0.770088129,0.180555556,0.287878788,0.115962777,0.038269551,0.064493466,0.783464567,0.350393701,0.231423393,0.75,0.825,2
0.837221358,0.063888889,0.151515152,0.346456693,0.109816972,0.261486581,0.862204724,0.551181102,0.340443329,0.75,0.8,1
0.659149819,0.338888889,0.287878788,0.18468146,0.12312812,0.144021357,0.874015748,0.37007874,0.097030531,1,0.025,3
0.650596164,0.938888889,0.242424242,0.107372942,0.096505824,0.102852325,0.850393701,0.669291339,0.07123937,0.75,0.25,6
0.745982374,0.555555556,0.090909091,0.300644238,0.194675541,0.295489673,0.968503937,0.641732283,0.104558762,0.75,0.775,5
0.557024365,0.963888889,0.166666667,0,0,0.10959674,0.874015748,0.637795276,0.225289279,1,0.4,4
0.688698808,0.35,0.242424242,0.25841088,0.02828619,0.113109456,0.893700787,0.417322835,0.073051722,0.75,0.05,3
0.571021255,0.986111111,0.46969697,0.030064424,0.011647255,0.090206548,0.673228346,0.559055118,0.067475254,1,0.25,6
0.723172628,0.286111111,0.181818182,0.143879742,0.068219634,0.265280315,0.881889764,0.440944882,0.0895023,0.75,0.775,2
0.847071021,0.227777778,0.363636364,0.224051539,0.056572379,0.514261627,0.748031496,0.244094488,0.235605744,0.25,0.975,7
0.880767237,0.166666667,0.196969697,0.16750179,0.081530782,0.421244907,0.834645669,0.44488189,0.204238115,0.75,0.95,7
0.709694142,0.75,0.181818182,0.021474588,0.011647255,0.211606014,0.960629921,0.767716535,0.343092151,0.25,0.725,5
0.841627786,0.555555556,0.196969697,0.115962777,0.078202995,0.411268793,0.988188976,0.665354331,0.021329987,0.75,0.55,7
0.582944531,0.836111111,0.46969697,0.095919828,0.149750416,0.077420261,0.830708661,0.874015748,0.20716576,1,0.25,3
0.552099533,0.755555556,0.393939394,0.16750179,0.081530782,0.055500913,0.933070866,0.901574803,0.111389934,1,0.25,6
0.648263349,0.066666667,0.257575758,0.064423765,0.043261231,0.282703386,0.799212598,0.496062992,0.115432873,0.75,0.25,6
0.781493002,0.75,0.287878788,0.307802434,0.362728785,0.389489954,0.956692913,0.838582677,0.24438868,0.75,0.825,1
0.554173147,0.075,0.272727273,0.021474588,0.011647255,0.193058873,0.783464567,0.472440945,0.189878712,1,0.425,4
0.592016589,0.205555556,0.363636364,0.021474588,0.023294509,0.081776029,0.736220472,0.251968504,0.106649937,1,0.025,6
0.637376879,0.619444444,0.181818182,0.339298497,0.143094842,0.102711817,0.988188976,0.716535433,0.174125192,1,0.15,6
0.72343183,0.163888889,0.060606061,0.339298497,0.079866889,0.413235914,0.909448819,0.562992126,0.915098285,0.25,0.3,1
0.845775013,0.744444444,0.333333333,0.115962777,0.078202995,0.493185331,0.956692913,0.866141732,0.254565733,0.25,0.725,1
0.872213582,0.933333333,0.136363636,0.16750179,0.019966722,0.359702122,0.901574803,0.657480315,0.330684511,0.75,0.95,7
0.591757387,0.530555556,0.227272727,0.273443092,0.271214642,0.149079668,0.988188976,0.637795276,0.077094661,1,0.075,4
0.702436496,0.927777778,0.454545455,0.173228346,0.164725458,0.256568779,0.736220472,0.704724409,0.353548027,0.75,0.25,6
0.907724209,0.983333333,0.181818182,0.42519685,0.219633943,0.185892932,0.858267717,0.614173228,0.254008086,0.5,1,7
0.845775013,0.441666667,0.227272727,0.171796707,0.064891847,0.445552902,0.952755906,0.527559055,0.297365119,0.25,0.725,7
0.83125972,0.886111111,0.075757576,0.047959914,-0.009983361,0.456512576,0.92519685,0.661417323,0.200892235,0.25,0.55,1
0.54224987,0.294444444,0.287878788,0,0,0.063228889,0.842519685,0.338582677,0.068032901,1,0.35,4
0.630896838,0.941666667,0.439393939,0.085898354,0.054908486,0.069832795,0.724409449,0.665354331,0.092569357,0.75,0.25,6
0.84681182,0.333333333,0.151515152,0.042949177,0.003327787,0.508641281,0.913385827,0.488188976,0.505088526,0.25,0.95,7
0.878693624,0.361111111,0.515151515,0.136005727,0.118136439,0.31024308,0.787401575,0.18503937,0.119057577,0.75,1,7
0.733281493,0.336111111,0.348484848,0.088761632,0.129783694,0.295068147,0.846456693,0.311023622,0.107904642,0.75,0.325,5
0.744167963,0.822222222,0.181818182,0.137437366,0.058236273,0.342700576,0.929133858,0.751968504,0.325944514,0.25,0.725,2
0.769310524,0.372222222,0.378787879,0.287759485,0.371048253,0.276661515,0.862204724,0.318897638,0.109995818,0.75,0.325,5
0.649040954,0.880555556,0.378787879,0.030064424,0.02828619,0.19333989,0.822834646,0.779527559,0.256099261,0.75,0.25,6
0.746500778,0.527777778,0.272727273,0.030064424,0.019966722,0.476605311,0.988188976,0.633858268,0.282169246,0.75,0.8,2
0.702177294,0.808333333,0.136363636,0.042949177,0.014975042,0.251510468,0.940944882,0.724409449,0.093963474,0.75,0.775,5
0.869103162,0.291666667,0.151515152,0.12884753,0.051580699,0.272586764,0.897637795,0.472440945,0.46563502,0.25,0.95,7
0.766977709,0.858333333,0.378787879,0.300644238,0.211314476,0.059154138,0.842519685,0.818897638,0.17482225,0.25,0.75,2
0.66562986,0.575,0.151515152,0.18468146,0.099833611,0.115076577,0.980314961,0.669291339,0.190296947,0.75,0.1,3
0.585536547,0.383333333,0.393939394,0.136005727,0.168053245,0.201489392,0.87007874,0.330708661,0.116269343,1,0.075,4
0.702177294,0.475,0.318181818,0.021474588,-0.006655574,0.372628917,0.960629921,0.535433071,0.31646452,0.25,0.75,5
0.573613271,0.869444444,0.121212121,0,0,0.113530982,0.921259843,0.692913386,0.045169385,1,0.35,4
0.825816485,0.313888889,0.272727273,0.193271296,0.111480865,0.262891668,0.858267717,0.362204724,0.37696919,0.25,0.725,7
0.780456195,0.088888889,0.151515152,0.077308518,0.021630616,0.529155543,0.858267717,0.527559055,0.349783912,0.25,0.75,1
0.578797304,0.130555556,0.227272727,0,0,0.212308557,0.807086614,0.437007874,0.046702914,1,0.075,4
0.880767237,0.675,0.075757576,0.299212598,0.09484193,0.502739919,0.960629921,0.681102362,0.327896278,0.75,1,7
0.730948678,0.502777778,0.363636364,0.064423765,0.06655574,0.135169313,0.972440945,0.57480315,0.432315628,0.75,0.1,5
0.595127009,0.402777778,0.121212121,0.257695061,0.056572379,0.013348321,0.940944882,0.551181102,0.043635857,1,0.25,4
0.759201659,0.080555556,0.151515152,0.137437366,-0.001663894,0.100604187,0.862204724,0.539370079,0.290115712,0.75,0.6,1
0.787973043,0.102777778,0.257575758,0.239799571,0.158069884,0.243501475,0.791338583,0.448818898,0.47804266,0.75,0.825,1
0.71565578,0.583333333,0.439393939,0.25841088,-0.153078203,0.433890684,0.988188976,0.732283465,0.23449045,0.75,0.325,2
0.830482115,0.836111111,0.272727273,0.151753758,0.078202995,0.354784319,0.901574803,0.791338583,0.146939914,0.75,0.575,1
0.698289269,0.061111111,0.151515152,0.121689334,0.024958403,0.312069692,0.858267717,0.551181102,0.266833961,0.75,0.8,6
0.570502851,0.530555556,0.409090909,0.251252684,0.302828619,0.084305185,0.980314961,0.622047244,0.038617036,1,0.025,3
0.71721099,0.944444444,0.090909091,0,0,0.290431362,0.909448819,0.641732283,0.456155026,0.25,0.5,2
0.761534474,0.822222222,0.151515152,0.107372942,0.091514143,0.084305185,0.933070866,0.732283465,0.260281612,0.75,0.8,1
0.593831001,0.113888889,0.242424242,0.322118826,0.212978369,0.198960236,0.803149606,0.452755906,0.138993448,1,0.25,3
0.870658372,0.222222222,0.636363636,0.136005727,0.264559068,0.388225376,0.511811024,0,0.060922905,0.75,0.975,7
0.529289787,0.008333333,0.393939394,0.095919828,0.1281198,0.023886469,0.704724409,0.523622047,0.015056462,1,0.25,3
0.839813375,0.780555556,0.151515152,0.309949893,0.096505824,0.110861318,0.948818898,0.736220472,0.054509968,0.75,0.8,1
0.882581649,0.425,0.196969697,0.344309234,0.013311148,0.315863426,0.94488189,0.527559055,0.056879967,0.75,1,7
0.835406947,0.25,0.257575758,0.12884753,0.068219634,0.205704651,0.826771654,0.354330709,0.338909801,0.75,0.825,1
0.734577501,0.522222222,0.287878788,0.021474588,0.014975042,0.16130392,0.984251969,0.622047244,0.334309215,0.75,0.5,5
0.814152411,0.013888889,0.287878788,0.661417323,-0.056572379,0.164676128,0.783464567,0.55511811,0.23198104,0.75,0.825,1
0.688180404,0.936111111,0.409090909,0.12884753,0.073211314,0.278066601,0.751968504,0.681102362,0.354384497,0.75,0.6,6
0.788232245,0.563888889,0.090909091,0.559770938,0.289517471,0.839117606,0.968503937,0.645669291,0.514847344,0.25,0.5,2
0.681700363,0.933333333,0.045454545,0,0,0.328790221,0.92519685,0.62992126,0.357312143,0.75,0.425,6
0.630896838,0.330555556,0.106060606,0,0,0.087677392,0.921259843,0.523622047,0.230029276,0.75,0.1,6
0.731467081,0.344444444,0.333333333,0.085898354,0.118136439,0.295068147,0.854330709,0.322834646,0.110414053,0.75,0.325,5
0.772420943,0.163888889,0.121212121,0.143879742,-0.013311148,0.220879584,0.877952756,0.511811024,0.235605744,0.25,0.725,1
0.729134266,0.227777778,0.106060606,0.434502505,0.138103161,0.418153716,0.897637795,0.519685039,0.232259863,0.75,0.8,2
0.60316226,0.147222222,0.409090909,0.042949177,0.058236273,0.180272587,0.669291339,0.251968504,0.164784609,1,0.25,6
0.735614308,0.544444444,0.227272727,0.121689334,0.134775374,0.324996487,0.988188976,0.657480315,0.081137599,0.75,0.325,2
0.796267496,0.075,0.090909091,0.060844667,0,0.526485879,0.88976378,0.570866142,0.132301687,0.25,0.55,1
0.853810264,0.05,0.181818182,0.501073729,0.216306156,0.352957707,0.846456693,0.547244094,0.310888052,0.75,0.95,1
0.881804044,0.719444444,0.227272727,0.638511095,0.367720466,0.657580441,0.972440945,0.799212598,0.397602119,0.75,0.975,7
0.888802488,0.419444444,0.242424242,0.25841088,0.332778702,0.520303499,0.937007874,0.492125984,0.45071797,0.75,0.975,7
0.672887506,0.15,0.151515152,0,0,0.206266685,0.858267717,0.492125984,0.14833403,0.75,0.5,6
0.841368585,0.333333333,0.257575758,0.303507516,-0.124792013,0.065617535,0.877952756,0.385826772,0.567823784,0.5,0.625,2
0.844738206,0.969444444,0.166666667,0.365068003,0.18469218,0.145566952,0.874015748,0.62992126,0.306008644,0.25,0.725,2
0.827112494,0.061111111,0.287878788,0.214745884,0.15640599,0.550512857,0.771653543,0.480314961,0.273525721,0.75,0.975,1
0.602125454,0.097222222,0.333333333,0,0,0.065477027,0.732283465,0.397637795,0.054509968,1,0.425,3
0.552877138,0.941666667,0.106060606,0,0,0.186595476,0.905511811,0.645669291,0.093963474,1,0.1,4
0.738206325,0.169444444,0.151515152,0.414459556,0.036605657,0.118027259,0.866141732,0.488188976,0.209117524,0.75,0.275,2
0.577242094,0.844444444,0.348484848,0.042949177,0.03327787,0.223268231,0.87007874,0.822834646,0.038617036,1,0.25,6
0.836184552,0.625,0.090909091,0.455261274,0.149750416,0.086553323,0.968503937,0.677165354,0.08866583,0.75,0.8,2
0.804821151,0.155555556,0.03030303,0.030064424,0.001663894,0.096950962,0.92519685,0.594488189,0.270319253,0.25,0.575,1
0.550285122,0.977777778,0.287878788,0.212598425,0.019966722,0.060418716,0.799212598,0.614173228,0.099121706,1,0.25,3
0.624416796,0.177777778,0.303030303,0,0,0.092876212,0.771653543,0.338582677,0.167294019,1,0.25,4
0.666666667,0.913888889,0.5,0.279169649,0.309484193,0.099199101,0.712598425,0.732283465,0.175519309,0.75,0.825,2
0.705287714,0.155555556,0.106060606,0.347172513,0.121464226,0.084305185,0.885826772,0.527559055,0.389237418,0.25,0.725,2
0.587869362,0.894444444,0.196969697,0.021474588,0.003327787,0.132078123,0.88976378,0.708661417,0.061759375,1,0.4,4
0.72343183,0.294444444,0.53030303,0.107372942,0.198003328,0.196009555,0.68503937,0.062992126,0.13090757,0.75,0.325,5
0.872991187,0.463888889,0.257575758,0.668575519,0.214642263,0.384010117,0.960629921,0.543307087,0.312839816,0.75,0.975,7
0.571539658,0.341666667,0.318181818,0,0,0.107348602,0.862204724,0.342519685,0.050467029,1,0.1,4
0.538880249,0.222222222,0.106060606,0.021474588,0.008319468,0.115076577,0.897637795,0.515748031,0.119754635,1,0.075,4
0.663037843,0.122222222,0.333333333,0.077308518,0.076539101,0.180413095,0.728346457,0.354330709,0.093545239,0.75,0.275,6
0.740279938,0.397222222,0.166666667,0.021474588,0.004991681,0.475902768,0.937007874,0.511811024,0.373065663,0.25,0.575,1
0.880767237,0.425,0.272727273,0.021474588,0.004991681,0.388646902,0.937007874,0.480314961,0.092848181,0.75,0.875,7
0.797822706,0.125,0.151515152,0,0,0.112266404,0.854330709,0.503937008,0.210093406,0.25,0.75,1
0.561949196,0.877777778,0.227272727,0,0,0.145285935,0.88976378,0.736220472,0.095497003,1,0.35,4
0.755832037,0.183333333,0.303030303,0.286327845,0.405990017,0.172825629,0.767716535,0.330708661,0.121288164,0.75,0.8,5
0.887765682,0.105555556,0.242424242,0.547602004,0.126455907,0.480539553,0.803149606,0.460629921,0.220688694,0.75,0.975,7
0.613271125,0.375,0.333333333,0.251252684,0.281198003,0.102009274,0.885826772,0.37007874,0.225149868,1,0.075,4
0.889580093,0.902777778,0.318181818,0.060844667,0.019966722,0.239707742,0.834645669,0.736220472,0.276035132,0.5,0.975,7
0.749351996,0.636111111,0.136363636,0.303507516,0.098169717,0.111985387,0.980314961,0.708661417,0.225289279,0.75,0.1,5
0.865215137,0.413888889,0.106060606,0.125268432,0.036605657,0.535337923,0.94488189,0.562992126,0.273804545,0.75,0.95,7
0.807153966,0.083333333,0.075757576,0.251252684,0.074875208,0.584937474,0.897637795,0.57480315,0.278683954,0.25,0.725,2
0.510108865,0.166666667,0.484848485,0.021474588,0.03327787,0.016861037,0.61023622,0.153543307,0.054509968,1,0.025,3
0.545878694,0.538888889,0.348484848,0.021474588,0.011647255,0.194604468,0.988188976,0.649606299,0.109438171,1,0.025,4
0.72498704,0.027777778,0.303030303,0.109520401,0.081530782,0.304201208,0.771653543,0.527559055,0.147358149,0.75,0.825,2
0.72498704,0.225,0.484848485,0.136005727,0.207986689,0.188000562,0.653543307,0.106299213,0.122961104,0.75,0.325,5
0.83437014,0.05,0.045454545,0.021474588,0.001663894,0.425741183,0.917322835,0.602362205,0.322459222,0.25,0.95,7
0.634266459,0.961111111,0.136363636,0.16750179,0.158069884,0.07756077,0.88976378,0.633858268,0.0895023,0.75,0.275,6
0.730689476,0.922222222,0.212121212,0.030064424,0.019966722,0.207390755,0.874015748,0.681102362,0.262791022,0.75,0.325,6
0.630378434,0.005555556,0.212121212,0.182534001,0.143094842,0.173809189,0.838582677,0.586614173,0.097030531,1,0.15,6
0.841109383,0.230555556,0.121212121,0,0,0.20893635,0.88976378,0.5,0.389098006,0.25,0.55,1
0.655261794,0.225,0.166666667,0,0,0.048053955,0.862204724,0.448818898,0.227519866,0.75,0.25,6
0.704769311,0.319444444,0.318181818,0.163206872,0.134775374,0.210762962,0.842519685,0.31496063,0.111529346,0.25,0.75,5
0.611197512,0.641666667,0.196969697,0.021474588,-0.006655574,0.081073486,0.988188976,0.736220472,0.132859334,0.75,0.075,3
0.663556247,0.436111111,0.181818182,0.382247674,0.166389351,0.081776029,0.948818898,0.539370079,0.107904642,0.75,0.05,3
0.762312079,0.261111111,0.181818182,0.416607015,0.08985025,0.28649712,0.874015748,0.44488189,0.381290952,0.75,0.575,1
0.866511146,0.85,0.272727273,0.060844667,-0.011647255,0.495854995,0.893700787,0.783464567,0.202286352,0.25,0.975,1
0.802488336,0.169444444,0.257575758,0.212598425,0.043261231,0.513418575,0.795275591,0.385826772,0.372508016,0.25,0.6,1
0.529289787,0.880555556,0.348484848,0.030064424,0.016638935,0.047070395,0.834645669,0.775590551,0.081137599,1,0.25,6
0.613271125,0.013888889,0.318181818,0.115962777,0.019966722,0.126457777,0.767716535,0.547244094,0.133835215,1,0.25,6
0.614307932,0.75,0.363636364,0.042949177,0.046589018,0.190108192,0.94488189,0.881889764,0.050327617,1,0.25,6
0.689476413,0.5,0.136363636,0.030064424,0.009983361,0.25333708,0.968503937,0.61023622,0.048933501,0.75,0.1,3
0.643597719,0.038888889,0.227272727,0.021474588,0.013311148,0.078684839,0.818897638,0.539370079,0.11599052,0.75,0.5,6
