F2,F3,F1,F11,F4,F6,F10,F9,F5,F7,F12,F8,out,,,,
0.249839572,0.822341857,0.588442703,0.187411348,0.483286213,0.194282573,0.21065512,0.170167903,0.155591866,0.3467,5.363,0.1514,1,,,,
0.238074866,0.752018843,0.591185113,0.197163121,0.437219358,0.239252336,0.179480422,0.182077314,0.142737836,0.2747,5.194,0.144,1,,,,
0.429946524,0.879374159,0.56043095,0.184397163,0.835190421,0.077515118,0.190135542,0.165404139,0.165323166,0.4504,20,0.1685,1,,,,
0.390160428,0.895524899,0.6,0.173368794,0.821054382,0.143265531,0.187067018,0.176844982,0.181735657,0.3638,20,0.1184,1,,,,
0.383101604,0.851783311,0.643486778,0.16643617,0.798769333,0.123144585,0.188441265,0.174931667,0.180827887,0.3857,20,0.2856,1,,,,
0.348663102,0.952557201,0.623702253,0.166648936,0.792615999,0.176168224,0.207454819,0.217844592,0.177741467,0.3503,20,0.1794,1,,,,
0.350160428,0.897375505,0.664446621,0.174875887,0.817894562,0.228174821,0.165455572,0.160171808,0.147167756,0.4883,20,0.1855,1,,,,
0.347807487,0.853129206,0.72360431,0.169680851,0.800931315,0.234881803,0.215173193,0.201639984,0.172440087,0.5688,20,0.1367,1,,,,
0.341176471,0.848250336,0.722233105,0.187588652,0.800931315,0.292468389,0.217432229,0.183990629,0.188380537,0.5457,20,0.2417,1,,,,
0.299037433,0.907806191,0.777473066,0.192021277,0.809579245,0.324079164,0.221950301,0.200195236,0.187509078,0.4077,20,0.2844,1,,,,
0.259465241,0.967362046,0.753183154,0.172287234,0.803093298,0.2946674,0.218561747,0.230222569,0.203885258,0.5078,20,0.2429,1,,,,
0.28513369,0.906965007,0.757100881,0.20035461,0.838183935,0.346069269,0.226656627,0.270245998,0.210094408,0.415,20,0.3259,1,,,,
0.252192513,0.907974428,0.859549461,0.193085106,0.797771495,0.368059373,0.214796687,0.19687622,0.222512709,0.5273,20,0.2942,1,,,,
0.234652406,0.892160162,0.809010774,0.178546099,0.846831864,0.416987356,0.242846386,0.20113237,0.218954248,0.7275,20,0.3369,1,,,,
0.221176471,0.901076716,0.800783546,0.197695035,0.86745385,0.460417812,0.26750753,0.202108551,0.288562092,0.4041,20,0.199,1,,,,
0.23657754,0.934051144,0.815866797,0.183510638,0.806585731,0.453271028,0.260165663,0.217844592,0.277015251,0.6934,20,0.2893,1,,,,
0.203935829,0.908479139,0.805876592,0.202659574,0.801430234,0.4895547,0.274096386,0.209254198,0.297421932,0.6384,20,0.3394,1,,,,
0.24171123,0.901076716,0.834280118,0.191134752,0.794445368,0.438152831,0.282191265,0.281218274,0.278358751,0.5579,20,0.376,1,,,,
0.204192513,0.862550471,0.836238981,0.203900709,0.814402129,0.454920286,0.268637048,0.202577118,0.287218591,0.5981,20,0.3467,1,,,,
0.231871658,0.939939435,0.855044074,0.181560284,0.827706636,0.501374382,0.278802711,0.217844592,0.297857662,0.6323,20,0.2478,1,,,,
0.220962567,0.923283984,0.828599412,0.191312057,0.854648262,0.493128092,0.305722892,0.24213198,0.303195352,0.5957,20,0.3992,1,,,,
0.231657754,0.92782638,0.839764936,0.191134752,0.793114918,0.497526113,0.300828313,0.208785631,0.299636892,0.6836,20,0.3528,1,,,,
0.24,0.876345895,0.839960823,0.199822695,0.844170963,0.507696537,0.299510542,0.201639984,0.25842411,0.6067,20,0.3992,1,,,,
0.198181818,0.919078062,0.798237023,0.205141844,0.880592051,0.482957669,0.327936747,0.251190941,0.342628903,0.6738,20,0.3711,1,,,,
0.190096257,0.928667564,0.876787463,0.203723404,0.853317811,0.513468939,0.333396084,0.232604451,0.275272331,0.7886,20,0.1855,1,,,,
0.195315508,0.901581427,0.882272282,0.196808511,0.775153833,0.483507422,0.327748494,0.226395939,0.282788671,0.7068,20,0.2905,1,,,,
0.202631016,0.862213997,0.870714985,0.214716312,0.806752037,0.477460143,0.37311747,0.217336978,0.294299201,0.7153,20,0.3198,1,,,,
0.178074866,0.893674293,0.842899119,0.17358156,0.819723931,0.514293568,0.354103916,0.220226474,0.347058824,0.6592,20,0.2478,1,,,,
0.161112299,0.867597577,0.889911851,0.202836879,0.789955097,0.572567345,0.40813253,0.251190941,0.374001452,0.6873,20,0.3394,1,,,,
0.176,0.908815612,0.924191969,0.229432624,0.857142857,0.633589885,0.364081325,0.290277235,0.411038489,0.7617,20,0.1929,1,,,,
0.183294118,0.932537012,0.922820764,0.242907801,0.843505738,0.628916987,0.48249247,0.281686841,0.410312273,0.874,20,0.321,1,,,,
0.180941176,0.88576716,0.900489716,0.259574468,0.830034924,0.624793843,0.51750753,0.285982038,0.426289034,0.9302,20,0.5347,1,,,,
0.184342246,0.903768506,0.929872674,0.266489362,0.876600698,0.634139637,0.578501506,0.249746193,0.439724038,0.9717,20,0.4785,1,,,,
0.131080214,0.939266487,0.880705191,0.276595745,0.850157991,0.616272677,0.613704819,0.314096056,0.467320261,0.9448,20,0.4968,1,,,,
0.155358289,0.874831763,0.941429971,0.279609929,0.893231332,0.665750412,0.683923193,0.284068723,0.405228758,0.8826,20,0.4724,1,,,,
0.152491979,0.875504711,0.933202742,0.272340426,0.84067853,0.69268829,0.717808735,0.313158922,0.420479303,1.067,20,0.4529,1,,,,
0.134481283,0.926144011,0.923212537,0.280673759,0.905205388,0.625343595,0.760918675,0.322217884,0.460058097,0.9619,20,0.5066,1,,,,
0.133176471,0.902590848,0.909108717,0.306560284,0.841676368,0.601979109,0.768260542,0.287426786,0.446259985,0.9668,20,0.4431,1,,,,
0.136299465,0.930181696,0.897355534,0.286524823,0.885248628,0.666300165,0.798381024,0.326044514,0.44335512,0.9937,20,0.4187,1,,,,
0.15431016,0.880047106,0.922233105,0.283687943,0.865790787,0.64211105,0.812123494,0.287895353,0.384894699,0.8752,20,0.2808,1,,,,
0.135508021,0.926816958,0.881684623,0.293262411,0.878430068,0.644584937,0.833019578,0.308395158,0.420116195,0.9277,20,0.4736,1,,,,
0.142823529,0.956258412,0.903623898,0.287588652,0.81706303,0.625343595,0.846573795,0.247364311,0.421931736,0.9485,20,0.3821,1,,,,
0.153283422,0.893674293,0.873261508,0.293262411,0.902710793,0.626992853,0.84563253,0.295041,0.415395788,1.006,20,0.4468,1,,,,
0.133433155,0.958277254,0.929285015,0.281737589,0.862630966,0.633040132,0.826618976,0.294103866,0.436456064,1.079,20,0.415,1,,,,
0.147016043,0.869784657,0.933202742,0.295567376,0.793946449,0.6368884,0.852597892,0.327450215,0.441539579,0.9949,20,0.4053,1,,,,
0.127935829,0.974932705,0.905386876,0.294326241,0.817894562,0.664376031,0.864834337,0.257399453,0.455337691,1.036,20,0.5811,1,,,,
0.161112299,0.967025572,0.855631734,0.313829787,0.890237818,0.666025289,0.874623494,0.327918782,0.43718228,1.016,20,0.4602,1,,,,
0.162417112,0.953398385,0.90244858,0.30106383,0.843505738,0.664376031,0.888177711,0.306481843,0.459331881,1.008,20,0.5322,1,,,,
0.147529412,0.924798116,0.95553379,0.332092199,0.837352403,0.644584937,0.909638554,0.324131199,0.467320261,1.022,20,0.4431,1,,,,
0.149625668,0.979475101,0.94906954,0.303191489,0.891568269,0.58108851,0.940323795,0.319836002,0.449527959,1.086,20,0.5237,1,,,,
0.145967914,0.936238223,0.931439765,0.311524823,0.889406286,0.631390874,0.907003012,0.291721984,0.455700799,1.016,20,0.4724,1,,,,
0.155101604,0.953061911,0.932027424,0.318971631,0.870946283,0.641836174,0.944653614,0.30695041,0.440087146,1.042,20,0.3748,1,,,,
0.154588235,0.869784657,0.918119491,0.296276596,0.903542325,0.651731721,0.975903614,0.263100351,0.43718228,0.9351,20,0.3479,1,,,,
0.161882353,0.920928668,0.871498531,0.257978723,0.825212041,0.650907092,0.94314759,0.319367435,0.428467683,1.052,20,0.4907,1,,,,
0.136812834,0.879542396,0.940646425,0.286702128,0.833361051,0.638537658,0.926769578,0.331276845,0.448075527,0.9839,20,0.4297,1,,,,
0.141262032,0.911675639,0.885014691,0.32464539,0.915017462,0.631390874,0.946724398,0.349394768,0.460421206,0.9863,20,0.3748,1,,,,
0.157454545,0.992261104,0.940646425,0.303723404,0.863129885,0.648158329,0.94314759,0.323155018,0.469135802,1.051,20,0.4553,1,,,,
0.146224599,0.901076716,0.925367287,0.326241135,0.917345751,0.672072567,0.98814006,0.341741507,0.480755265,1.183,20,0.4736,1,,,,
0.118545455,0.893169583,0.889520078,0.320035461,0.868451688,0.688290269,0.967055723,0.366067942,0.472040668,1.232,20,0.4907,1,,,,
0.145967914,0.94717362,0.915768854,0.339361702,0.836687178,0.691588785,0.966302711,0.367981257,0.508351489,1.161,20,0.4602,1,,,,
0.143614973,0.950033647,0.949265426,0.32429078,0.859803759,0.682517867,0.932040663,0.340335806,0.42302106,1.125,20,0.4419,1,,,,
0.145433155,0.895356662,0.910088149,0.32535461,0.837851322,0.696261682,0.946347892,0.299804764,0.450254176,1.086,20,0.4443,1,,,,
0.114887701,0.902759085,0.929480901,0.320744681,0.863795111,0.656679494,0.94126506,0.317922686,0.43318809,1.132,20,0.5212,1,,,,
0.662673797,0.580921938,0.451126347,0.14501773,0.696989855,0.042935679,0.194465361,0.145841468,0.198148148,0.4517,4.823,0.1477,1,,,,
0.596363636,0.589838493,0.449363369,0.166648936,0.753367703,0.061077515,0.205384036,0.183014447,0.219389978,0.3931,5.374,0.321,1,,,,
0.611764706,0.643169583,0.516160627,0.189184397,0.77847996,0.090929082,0.193900602,0.228777821,0.25530138,0.5029,5.309,0.2112,1,,,,
0.613903743,0.688257066,0.526738492,0.185460993,0.77349077,0.095299615,0.203125,0.224521671,0.285439361,0.5518,5.403,0.2783,1,,,,
0.545454545,0.761944818,0.530656219,0.147606383,0.775652752,0.132215503,0.236634036,0.234986333,0.320007262,0.6006,5.649,0.177,1,,,,
0.585882353,0.770524899,0.607835455,0.178368794,0.851654748,0.119791094,0.254141566,0.301249512,0.27037037,0.5591,5.071,0.2856,1,,,,
0.540962567,0.830921938,0.552399608,0.194326241,0.798769333,0.179191864,0.245670181,0.266926982,0.280573711,0.5396,4.894,0.3455,1,,,,
0.548663102,0.791554509,0.574142997,0.186347518,0.772492932,0.150989555,0.266566265,0.186372511,0.282352941,0.4907,5.707,0.1892,1,,,,
0.570695187,0.858681023,0.555729677,0.193262411,0.791784467,0.107366685,0.272966867,0.232604451,0.269934641,0.498,4.785,0.2319,1,,,,
0.538181818,0.86473755,0.552987267,0.199468085,0.716447697,0.157036833,0.286521084,0.21163608,0.229593319,0.4626,5.355,0.2429,1,,,,
0.569197861,0.86692463,0.519098923,0.186702128,0.720605355,0.134551952,0.27560241,0.209722765,0.223384168,0.3406,5.435,0.2539,1,,,,
0.532620321,0.876345895,0.508129285,0.187056738,0.675203725,0.167097306,0.301204819,0.188285826,0.214524328,0.3564,5.104,0.1636,1,,,,
0.542032086,0.799461642,0.540450539,0.184042553,0.660069849,0.142275976,0.294051205,0.174931667,0.167538126,0.271,5.679,0.2686,1,,,,
0.564278075,0.82705249,0.508325171,0.187411348,0.628471645,0.116437603,0.290286145,0.125849278,0.159586057,0.3357,5.302,0.2966,1,,,,
0.576256684,0.787516824,0.50675808,0.178546099,0.61599867,0.126168224,0.281438253,0.132526357,0.183514887,0.3784,5,0.2051,1,,,,
0.526631016,0.818135935,0.546718903,0.189184397,0.662065525,0.142275976,0.27560241,0.172081218,0.175962237,0.3882,5.403,0.21,1,,,,
0.512299465,0.810228802,0.540450539,0.188652482,0.758689506,0.111077515,0.269578313,0.229754002,0.25664488,0.5896,5.498,0.05615,1,,,,
0.523850267,0.826043069,0.598824682,0.216666667,0.804590055,0.146619021,0.284073795,0.228777821,0.26550472,0.6812,5.511,0.2917,1,,,,
0.487272727,0.878364738,0.633104799,0.178723404,0.810743389,0.172457394,0.269954819,0.232604451,0.332425563,0.5994,5.049,0.4077,1,,,,
0.522566845,0.823519515,0.65093046,0.196276596,0.81390321,0.179191864,0.30685241,0.278367825,0.348838054,0.7776,5.134,0.2405,1,,,,
0.479572193,0.879710633,0.668168462,0.192553191,0.807749875,0.172127543,0.307981928,0.281218274,0.321786492,0.658,5.696,0.3467,1,,,,
0.477647059,0.867429341,0.656611166,0.197340426,0.820721769,0.178174821,0.307793675,0.239750098,0.26815541,0.6213,5.715,0.3137,1,,,,
0.520427807,0.888963661,0.591968658,0.215070922,0.762181939,0.181198461,0.37688253,0.246427177,0.288562092,0.5615,5.049,0.2417,1,,,,
0.477647059,0.807368775,0.612340842,0.209929078,0.781972393,0.18051127,0.379706325,0.226395939,0.25043573,0.4785,5.36,0.3369,1,,,,
0.503529412,0.807705249,0.633692458,0.217730496,0.711624813,0.17482133,0.379329819,0.243576728,0.202578068,0.4883,5.015,0.3113,1,,,,
0.486417112,0.801816958,0.633692458,0.197340426,0.738566439,0.168114349,0.35749247,0.188754393,0.213652869,0.4687,5.745,0.2661,1,,,,
0.475935829,0.912012113,0.555142018,0.218085106,0.659737236,0.1526663,0.391754518,0.184459196,0.207007988,0.3882,4.943,0.271,1,,,,
0.490695187,0.807873486,0.57668952,0.214007092,0.716447697,0.170450797,0.344691265,0.183014447,0.198148148,0.47,5.603,0.2686,1,,,,
0.448770053,0.910666218,0.58589618,0.189361702,0.685847331,0.156706982,0.366716867,0.177782116,0.203013798,0.4993,4.985,0.2112,1,,,,
0.481283422,0.867934051,0.56748286,0.203368794,0.60552137,0.17413414,0.339608434,0.253104256,0.187509078,0.3406,5.042,0.2405,1,,,,
0.49540107,0.910161507,0.508325171,0.202836879,0.593879927,0.133534909,0.328313253,0.101522843,0.179084967,0.3931,5.281,0.1501,1,,,,
0.491122995,0.870625841,0.536532811,0.231737589,0.626974888,0.158383727,0.314759036,0.151112847,0.155119826,0.3284,4.988,0.1501,1,,,,
0.48513369,0.838997308,0.523996082,0.191134752,0.606186596,0.170450797,0.3125,0.152518547,0.198583878,0.4285,4.963,0.2124,1,,,,
0.502673797,0.823855989,0.53986288,0.186524823,0.678696158,0.128504673,0.31061747,0.165404139,0.155591866,0.3662,5.095,0.3162,1,,,,
0.468449198,0.8243607,0.579236043,0.190070922,0.720605355,0.163743815,0.313253012,0.219250293,0.207007988,0.6226,5.719,0.2551,1,,,,
0.454117647,0.853633917,0.598432909,0.204609929,0.731581573,0.163084112,0.320971386,0.160640375,0.2486565,0.415,4.995,0.2844,1,,,,
0.462887701,0.825201884,0.642311459,0.192553191,0.795609513,0.16206707,0.294051205,0.147286216,0.279230211,0.5811,5.406,0.249,1,,,,
0.453475936,0.876177658,0.66287953,0.203723404,0.791119242,0.198295767,0.306099398,0.223076923,0.24557008,0.6152,5.634,0.2991,1,,,,
0.406203209,0.919582773,0.67698335,0.210992908,0.80392483,0.166080264,0.353350904,0.220226474,0.25664488,0.7202,5.277,0.2588,1,,,,
0.428449198,0.920423957,0.692066601,0.190070922,0.81390321,0.175810885,0.358998494,0.183522062,0.309840232,0.5261,5.157,0.26,1,,,,
0.416898396,0.855820996,0.695788443,0.196808511,0.824380509,0.187905443,0.368599398,0.249746193,0.292992012,0.5432,5.432,0.2551,1,,,,
0.396149733,0.894851952,0.688148874,0.219858156,0.760019957,0.179851567,0.356362952,0.258805154,0.24644154,0.6567,4.98,0.2441,1,,,,
0.428663102,0.910161507,0.653085211,0.213475177,0.726924996,0.178504673,0.345820783,0.229285435,0.24157589,0.4187,5.695,0.2075,1,,,,
0.451764706,0.801312248,0.645053869,0.209929078,0.737901214,0.204013194,0.368599398,0.21546271,0.234931009,0.3894,5.513,0.1807,1,,,,
0.419679144,0.884925976,0.616062684,0.207978723,0.708464993,0.198295767,0.381965361,0.176844982,0.231808279,0.271,5.494,0.2466,1,,,,
0.43315508,0.875,0.64446621,0.193794326,0.654748046,0.165090709,0.369917169,0.172081218,0.197676107,0.365,4.812,0.3284,1,,,,
0.402139037,0.90948856,0.608814887,0.22287234,0.641277233,0.175151182,0.348456325,0.212104647,0.177305737,0.4419,5.446,0.1941,1,,,,
0.438074866,0.786339166,0.595886386,0.198758865,0.64277399,0.154672897,0.370293675,0.164427958,0.175526507,0.2795,5.41,0.1404,1,,,,
0.447058824,0.895356662,0.5625857,0.219858156,0.581905871,0.170450797,0.346762048,0.147286216,0.153812636,0.3882,5.339,0.2087,1,,,,
0.460534759,0.865410498,0.57238002,0.206028369,0.606186596,0.169103903,0.344691265,0.156345178,0.190159768,0.4736,5.601,0.2161,1,,,,
0.415187166,0.860026918,0.529089128,0.212588652,0.646765342,0.158713579,0.328125,0.163959391,0.177741467,0.3345,5.352,0.3052,1,,,,
0.401283422,0.872812921,0.610969638,0.185283688,0.679195077,0.15568994,0.309299699,0.188754393,0.184822077,0.4065,5.168,0.2771,1,,,,
0.389946524,0.894515478,0.592556317,0.180496454,0.709130218,0.192935679,0.331325301,0.159195627,0.23449528,0.52,5.52,0.2344,1,,,,
0.402994652,0.835969044,0.606856024,0.206914894,0.795942125,0.212396921,0.317771084,0.188754393,0.232244009,0.3674,5.306,0.2271,1,,,,
0.399144385,0.875504711,0.638393732,0.198404255,0.740728422,0.175151182,0.331325301,0.199258102,0.246877269,0.5994,5.435,0.2014,1,,,,
0.432727273,0.905114401,0.647796278,0.183510638,0.732080492,0.194282573,0.336972892,0.243576728,0.240668119,0.5005,5.447,0.1782,1,,,,
0.388235294,0.80013459,0.57238002,0.217553191,0.778313654,0.188565146,0.335090361,0.203045685,0.25442992,0.4419,5.109,0.2942,1,,,,
0.392085561,0.80333109,0.599216454,0.179255319,0.690670215,0.175481034,0.357868976,0.19687622,0.215432099,0.321,4.786,0.3064,1,,,,
0.372406417,0.792732167,0.60489716,0.218439716,0.68950607,0.175151182,0.353162651,0.176844982,0.202578068,0.4504,5.011,0.304,1,,,,
0.403636364,0.877523553,0.608031342,0.192375887,0.704307334,0.203683342,0.362763554,0.202577118,0.167538126,0.4102,5.365,0.2209,1,,,,
0.417540107,0.929676985,0.554946131,0.208865248,0.654249127,0.18051127,0.34375,0.165404139,0.175962237,0.4578,5.203,0.07324,1,,,,
0.43144385,0.880215343,0.553770813,0.190957447,0.596707135,0.150989555,0.349585843,0.17063647,0.190595497,0.2917,5.374,0.1343,1,,,,
0.40855615,0.819986541,0.529480901,0.186347518,0.622152004,0.178504673,0.320783133,0.151112847,0.160021786,0.3491,5.64,0.1538,1,,,,
0.423101604,0.840174966,0.540254652,0.22641844,0.590221187,0.16206707,0.30064006,0.209722765,0.190159768,0.498,5.212,0.1685,1,,,,
0.36171123,0.965006729,0.823506366,0.177269504,0.763678696,0.347993403,0.195783133,0.120109332,0.212745098,0.3943,5.31,0.2039,1,,,,
0.362352941,0.861877524,0.831733595,0.173368794,0.810743389,0.376580539,0.202371988,0.183990629,0.224727669,0.4797,5.56,0.1221,1,,,,
0.299679144,0.876177658,0.810186092,0.179787234,0.807583569,0.396921385,0.200301205,0.136782507,0.222948439,0.4651,5.248,0.2368,1,,,,
0.281925134,0.908142665,0.816650343,0.182624113,0.783136538,0.369708631,0.191453313,0.21163608,0.23671024,0.4395,5.612,0.1697,1,,,,
0.306096257,0.897711978,0.801371205,0.176826241,0.837851322,0.387300715,0.205948795,0.195431472,0.226071169,0.5347,5.214,0.1978,1,,,,
0.315508021,0.95205249,0.807443683,0.174875887,0.814734741,0.394997251,0.203125,0.206403749,0.24114016,0.5078,5.57,0.1831,1,,,,
0.250909091,0.906460296,0.848579824,0.161897163,0.812406453,0.395547004,0.216302711,0.2354549,0.222076979,0.531,5.62,0.177,1,,,,
0.26631016,0.885598923,0.793143976,0.188120567,0.813237984,0.400219901,0.250188253,0.188754393,0.290777052,0.4565,5.505,0.2014,1,,,,
0.24684492,0.903432032,0.849559256,0.155620567,0.832196907,0.449697636,0.223644578,0.206403749,0.271278141,0.4993,5.443,0.1843,1,,,,
0.241283422,0.858681023,0.843290891,0.191489362,0.785464826,0.486805937,0.233057229,0.229285435,0.352832244,0.5371,5.74,0.321,1,,,,
0.202887701,0.908479139,0.82331048,0.192021277,0.819557625,0.47471138,0.244917169,0.225927372,0.327124183,0.4321,4.685,0.2747,1,,,,
0.218395722,0.943472409,0.857394711,0.216134752,0.808581407,0.518141836,0.261483434,0.241663413,0.303195352,0.4114,5.552,0.3113,1,,,,
0.224812834,0.892664872,0.829970617,0.185106383,0.848162315,0.470038483,0.271460843,0.265013667,0.314705882,0.5151,5.596,0.1453,1,,,,
0.200278075,0.929340511,0.863271303,0.177836879,0.900548811,0.5104453,0.274849398,0.248809059,0.318264343,0.575,5.78,0.2478,1,,,,
0.191144385,0.91756393,0.846033301,0.195035461,0.870281058,0.430181418,0.259600904,0.260718469,0.313362382,0.5823,5.15,0.2258,1,,,,
0.230374332,0.975942127,0.895004897,0.187943262,0.879095294,0.504398021,0.27936747,0.281218274,0.309404503,0.614,5.439,0.2661,1,,,,
0.204983957,0.88038358,0.827815867,0.154964539,0.800432396,0.529686641,0.288403614,0.303162827,0.300980392,0.6274,5.275,0.282,1,,,,
0.204705882,0.969549125,0.887757101,0.174663121,0.848993847,0.580538758,0.312688253,0.264076533,0.319571532,0.5908,5.21,0.1428,1,,,,
0.19086631,0.870625841,0.850538688,0.19822695,0.819225012,0.539307312,0.293298193,0.256423272,0.280137981,0.7043,4.865,0.3357,1,,,,
0.189839572,0.969044415,0.891870715,0.186702128,0.811242308,0.571192963,0.301957831,0.16255369,0.325344953,0.7068,4.805,0.2637,1,,,,
0.194524064,0.881393001,0.858765916,0.189184397,0.802261766,0.525838373,0.313629518,0.265482234,0.322694263,0.658,4.872,0.2844,1,,,,
0.188791444,0.870625841,0.895984329,0.180319149,0.907533677,0.530236394,0.31061747,0.28028114,0.297421932,0.6042,5.27,0.2502,1,,,,
0.192705882,0.922442799,0.891478942,0.197695035,0.871944121,0.514843321,0.339231928,0.278367825,0.293863471,0.6409,5.311,0.3003,1,,,,
0.192449198,0.972577389,0.894221352,0.215070922,0.870779977,0.53271028,0.32624247,0.20113237,0.304502542,0.5933,5.073,0.2332,1,,,,
0.20340107,0.932368775,0.846033301,0.204255319,0.806419425,0.497251237,0.318900602,0.267864116,0.296986202,0.7056,5.51,0.3369,1,,,,
0.186181818,0.888963661,0.869343781,0.211170213,0.834857808,0.553051127,0.329819277,0.233541585,0.320915033,0.7544,4.724,0.3259,1,,,,
0.171294118,0.914535666,0.903819785,0.192553191,0.849825378,0.492853216,0.330760542,0.31077704,0.286782861,0.5969,4.718,0.304,1,,,,
0.163187166,0.946164199,0.879529873,0.213120567,0.818559787,0.526937878,0.339043675,0.249277626,0.266848221,0.6738,5.353,0.2747,1,,,,
0.188791444,0.969885599,0.880705191,0.174875887,0.860967903,0.506871908,0.345820783,0.2645451,0.25664488,0.5225,5.348,0.2783,1,,,,
0.140748663,0.94717362,0.857394711,0.201241135,0.836021952,0.503573392,0.372740964,0.261694651,0.25399419,0.6262,0.7263,0.3662,1,,,,
0.164770053,0.972409152,0.891674829,0.206737589,0.792948611,0.513743815,0.333960843,0.237836783,0.304066812,0.6445,0.675,0.3052,1,,,,
0.17259893,0.874663526,0.824094025,0.200177305,0.802760685,0.534084662,0.357304217,0.210191332,0.297421932,0.686,0.8301,0.1843,1,,,,
0.18173262,0.966016151,0.856807052,0.198404255,0.791618161,0.51786696,0.342620482,0.247364311,0.242011619,0.5444,0.8862,0.2539,1,,,,
0.155358289,0.903263795,0.859941234,0.196453901,0.834192583,0.486805937,0.35372741,0.261694651,0.25708061,0.5212,0.6421,0.3296,1,,,,
0.175721925,0.953734859,0.895984329,0.172287234,0.801097622,0.437603079,0.35184488,0.241663413,0.2486565,0.592,0.7788,0.3894,1,,,,
0.175465241,0.946164199,0.852693438,0.195921986,0.838516547,0.506597031,0.349774096,0.251659508,0.298293391,0.6421,0.9607,0.2039,1,,,,
0.18226738,0.965679677,0.873065622,0.171843972,0.872609346,0.491203958,0.354668675,0.232135884,0.25620915,0.5884,0.9094,0.2478,1,,,,
0.182780749,0.951716016,0.814691479,0.206560284,0.876933311,0.501924134,0.346950301,0.244982429,0.26550472,0.6189,0.7166,0.2734,1,,,,
0.173647059,0.882402423,0.826444662,0.198404255,0.854814568,0.469763606,0.355986446,0.236899649,0.230501089,0.5786,0.8594,0.3516,1,,,,
0.171294118,0.945491252,0.866013712,0.200886525,0.864626642,0.463441451,0.336596386,0.257399453,0.300980392,0.6787,0.6409,0.3113,1,,,,
0.162673797,0.884925976,0.843095005,0.204255319,0.84067853,0.469213854,0.35128012,0.2645451,0.26771968,0.6787,0.7056,0.06592,1,,,,
0.165283422,0.908983849,0.866797258,0.198758865,0.81706303,0.435129192,0.34563253,0.236431082,0.272149601,0.6531,0.8655,0.3064,1,,,,
0.155614973,0.900403769,0.868756121,0.198404255,0.81024447,0.471687741,0.350150602,0.261187036,0.317792302,0.6604,0.675,0.387,1,,,,
0.129240642,0.886776581,0.868168462,0.194858156,0.781972393,0.504398021,0.350527108,0.214486529,0.294299201,0.542,0.824,0.2856,1,,,,
0.156663102,0.882234186,0.877766895,0.195212766,0.834026276,0.472512369,0.354668675,0.251659508,0.25795207,0.7068,0.6238,0.2917,1,,,,
0.151700535,0.841352624,0.838981391,0.187234043,0.803093298,0.465365585,0.328125,0.178758298,0.25399419,0.6799,0.8435,0.3418,1,,,,
0.141005348,0.903600269,0.82115573,0.19787234,0.8188924,0.478834524,0.355233434,0.265482234,0.282352941,0.7312,5.43,0.2808,1,,,,
0.172064171,0.900403769,0.884818805,0.20212766,0.770829869,0.490654206,0.359563253,0.197344787,0.269063181,0.5652,5.662,0.3918,1,,,,
0.171294118,0.899899058,0.8834476,0.203014184,0.810078164,0.496976361,0.350903614,0.253104256,0.25573711,0.5505,5.074,0.2637,1,,,,
0.167379679,0.871635262,0.859353575,0.197163121,0.853983037,0.489829577,0.356739458,0.210191332,0.292084241,0.6104,5.428,0.2844,1,,,,
0.158759358,0.899899058,0.887561214,0.178368794,0.796274738,0.477185267,0.353162651,0.293635299,0.24778504,0.6921,5.12,0.3162,1,,,,
0.163465241,0.8987214,0.816846229,0.193439716,0.82388159,0.427432655,0.36690512,0.208785631,0.312055192,0.6726,4.966,0.3345,1,,,,
0.175465241,0.910834455,0.897355534,0.191489362,0.810410777,0.498900495,0.345067771,0.21971886,0.307153232,0.575,5.36,0.2869,1,,,,
0.165283422,0.894010767,0.882272282,0.203368794,0.81390321,0.458218802,0.353350904,0.256423272,0.282352941,0.6311,5.344,0.2539,1,,,,
0.168149733,0.955921938,0.883055828,0.191843972,0.748877432,0.47993403,0.358998494,0.192073409,0.196804648,0.5969,5.42,0.1758,1,,,,
0.181475936,0.876177658,0.8834476,0.206028369,0.814402129,0.485431556,0.368975904,0.200195236,0.2389252,0.4321,5.154,0.3772,1,,,,
0.249625668,0.927153432,0.733398629,0.184751773,0.826376185,0.27482133,0.191453313,0.190199141,0.175962237,0.5005,4.718,0.3381,1,,,,
0.228235294,0.955921938,0.723800196,0.192375887,0.798270414,0.306761957,0.213855422,0.188754393,0.216303558,0.6104,4.899,0.2771,1,,,,
0.223957219,0.893506057,0.746131244,0.173794326,0.822218527,0.351017042,0.21686747,0.191604842,0.275708061,0.4114,5.251,0.3174,1,,,,
0.174160428,0.887617766,0.763565132,0.184042553,0.845501414,0.398295767,0.201995482,0.239281531,0.219389978,0.5579,5.413,0.1587,1,,,,
0.182780749,0.905282638,0.798237023,0.178723404,0.802926992,0.416712479,0.225903614,0.255954705,0.25751634,0.5872,5.326,0.2441,1,,,,
0.205497326,0.939771198,0.83956905,0.194503546,0.851654748,0.448873007,0.204442771,0.274541195,0.316485113,0.6616,5.007,0.2368,1,,,,
0.195315508,0.88038358,0.823702253,0.185638298,0.809246632,0.485431556,0.227974398,0.269777431,0.279702251,0.6287,5.363,0.3564,1,,,,
0.194524064,0.910834455,0.843290891,0.200177305,0.854315649,0.487080814,0.255082831,0.273604061,0.308496732,0.6079,5.413,0.2502,1,,,,
